citation_name,publisher,publication_date,publication_type,publisher_hq,citation_comment
" 227 ^ ""Pompeo calls report of forced sterilisation of Uighurs 'shocking'"". Al Jazeera. Retrieved 11 August 2020.",Al Jazeera,2020,Media,Qatar,No known association
" 328 ^ ""UN demands 'unfettered access' for China Uighur region visit"". Al Jazeera. 27 February 2020. Archived from the original on 7 August 2020. Retrieved 2 September 2020.",Al Jazeera,2020,Media,Qatar,No known association
" 350 ^ ""China slams Canada after report calls Uighur policy 'genocide'"". Al Jazeera. 22 October 2020. Archived from the original on 24 October 2020. Retrieved 23 October 2020.",Al Jazeera,2020,Media,Qatar,No known association
" 437 ^ ""Activists want UN to probe 'genocide' of China's Uighur minority"". Al Jazeera. 15 September 2020. Archived from the original on 20 October 2020. Retrieved 20 October 2020.",Al Jazeera,2020,Media,Qatar,No known association
" 351 ^ Ellsworth, Barry (22 October 2020). ""Canadian MPs deem China's actions vs Uyghurs 'genocide'"". Anadolu Agency. Archived from the original on 24 October 2020. Retrieved 25 October 2020. “the Subcommittee is persuaded that the actions of the Chinese Communist Party constitute genocide as laid out in the Genocide Convention,"" it said.”",Anadolu Agency,2020,Media,Turkey,No known association
"2 ^ Sudworth, John (December 2020). ""China's 'tainted' cotton"". BBC News.",BBC,2020,Media,UK,No known association
"a b ""China 'using birth control' to suppress Uighurs"". BBC News. 29 June 2020. Archived from the original on 29 June 2020. Retrieved 7 July 2020.",BBC,2020,Media,UK,No known association
"21 ^ Davidson, Helen (25 September 2020). ""Thousands of Xinjiang mosques destroyed or damaged, report finds"". The Guardian. Archived from the original on 26 September 2020. Retrieved 26 September 2020.",The Guardian,2020,Media,UK,No known association
"24 ^ Fifield, Anna (25 September 2020). ""'Prisons by another name': China is building vast new detention centres for Muslims in Xinjiang"". The Independent.",The Independent,2020,Media,UK,No known association
"39 ^ Osborne, Samuel. ""China has destroyed more than 100 Uighur Muslim graveyards, satellite images show"". The Independent. Archived from the original on 16 February 2020. Retrieved 3 February 2020.",The Independent,2020,Media,UK,No known association
"63 ^ Davidson, Helen (18 September 2020). ""Clues to scale of Xinjiang labour operation emerge as China defends camps"". The Guardian. Retrieved 26 February 2021.",The Guardian,2020,Media,UK,No known association
" 204 ^ ""Prisoners in China's Xinjiang concentration camps subjected to gang rape and medical experiments, former detainee says"". The Independent.",The Independent,2020,Media,UK,No known association
" 225 ^ ""China 'using birth control' to suppress Uighurs"". BBC News. 29 June 2020. Archived from the original on 29 June 2020. Retrieved 26 September 2020.",BBC,2020,Media,UK,No known association
" 247 ^ Werlemann, CJ (24 January 2020). ""China's Harvesting of Uyghur Organs Gets Darker"". Byline Times. Retrieved 14 March 2021.",Byline Times,2020,Media,UK,No known association
" 250 ^ Sherwell, Philip; Spence, Madeleine (9 August 2020). ""Uighurs forced to keep China running at height of Covid-19 pandemic"". The Sunday Times.",The Sunday Times,2020,Media,UK,No known association
" 258 ^ Davidson, Helen; McKernan, Bethan. ""Pressure on Turkey to protect Uighurs as China ratifies extradition treaty"". www.theguardian.com. Retrieved 27 March 2021.",The Guardian,2020,Media,UK,No known association
" 294 ^ Kuo, Lily (7 July 2020). ""Exiled Uighurs call on ICC to investigate Chinese 'genocide' in Xinjiang"". The Guardian. ISSN 0261-3077. Archived from the original on 8 July 2020. Retrieved 8 July 2020.",The Guardian,2020,Media,UK,No known association
" 295 ^ Wintour, Patrick (11 December 2020). ""ICC asks for more evidence on Uighur genocide claims"". The Guardian.",The Guardian,2020,Media,UK,No known association
" 414 ^ ""Block China's seat on human rights council over Uighurs, urges Lisa Nandy"". The Guardian. Archived from the original on 18 December 2020. Retrieved 10 October 2020.",The Guardian,2020,Media,UK,No known association
" 415 ^ ""MPs compare China to Nazi Germany as Beijing is accused of 'systematic ethnic cleansing' of Uighurs"". 8 September 2020.",iNews,2020,Media,UK,No known association
" 443 ^ ""UK tribunal to investigate China's alleged genocide against Muslim Uighur population"". ITV News. 3 September 2020.",ITV,2020,Media,UK,No known association
" 464 ^ Sherwood, Harriet (8 August 2020). ""Faith leaders join forces to warn of Uighur 'genocide'"". The Guardian. Retrieved 30 April 2021.",The Guardian,2020,Media,UK,No known association
" 473 ^ Breese, Evie (20 January 2020). ""Meet the British Orthodox Jew standing up for China's Uighur Muslims"". www.independent.co.uk. The Independent. Retrieved 21 March 2021.",The Independent,2020,Media,UK,No known association
" 491 ^ Stewart, Heather (19 July 2020). ""China's UK ambassador denies abuse of Uighurs despite fresh drone footage"". The Guardian. Retrieved 1 November 2021.",The Guardian,2020,Media,UK,No known association
" 6 ^ Kirby, Jen (25 September 2020). ""Concentration camps and forced labor: China's repression of the Uighurs, explained"". Vox. “It is the largest mass internment of an ethnic-religious minority group since World War II.”",Vox,2020,Media,USA,No known association
"a b c d e f ""China cuts Uighur births with IUDs, abortion, sterilization"". Associated Press. 28 June 2020. Archived from the original on 16 December 2020. Retrieved 18 December 2020.",Associated Press,2020,Media,USA,No known association
"7 ^ ""China Forces Birth Control on Uighurs to Suppress Population"". Voice of America.",Voice of America,2020,Media,USA,No known association
"a b c d e f Ivan Watson, Rebecca Wright and Ben Westcott (21 September 2020). ""Xinjiang government confirms huge birth rate drop but denies forced sterilization of women"". CNN. Archived from the original on 27 September 2020. Retrieved 26 September 2020.",CNN,2020,Media,USA,No known association
"a b c d e f Basu, Zachary (8 October 2020). ""Mapped: More countries sign UN statement condemning China's mass detentions in Xinjiang"". Axios. Archived from the original on 1 November 2020. Retrieved 18 December 2020.",Axios,2020,Media,USA,No known association
" 30 ^ Griffiths, James. ""China avoids ICC prosecution over Xinjiang for now, but pressure is growing"". CNN. Retrieved 19 December 2020.",CNN,2020,Media,USA,No known association
"38 ^ Rivers, Matt. ""More than 100 Uyghur graveyards demolished by Chinese authorities, satellite images show"". CNN. Archived from the original on 21 January 2020. Retrieved 3 February 2020.",CNN,2020,Media,USA,No known association
"40 ^ Rivers, Matt (3 January 2020). ""More than 100 Uyghur graveyards demolished by Chinese authorities, satellite images show"". CNN. Archived from the original on 18 August 2020. Retrieved 11 August 2020. “The Sultanim Cemetery in the center of Hotan City is one of the most famous ancient cemeteries in Xinjiang. It was destroyed between January to March 2019.”",CNN,2020,Media,USA,No known association
"a b Kashgarian, Asim (21 August 2020). ""China Video Ad Calls for 100 Uighur Women to 'Urgently' Marry Han Men"". Voice of America. Archived from the original on 28 August 2020. Retrieved 29 August 2020.",Voice of America,2020,Media,USA,No known association
"78 ^ ""Facebook finds Chinese hacking operation targeting Uyghurs"". Associated Press. 24 March 2020. “China has imprisoned more than 1 million people, including Uyghurs and other mostly Muslim ethnic groups, in a vast network of concentration camps, according to U.S. officials and human rights groups. People have been subjected to torture, sterilization and political indoctrination, in addition to forced labor, as part of an assimilation campaign in a region whose inhabitants are ethnically and culturally distinct from the Han Chinese majority.”",Associated Press,2020,Media,USA,No known association
"a b Killing, Allison; Rajagopalan, Megha (28 December 2020). ""The Factories In The Camps"". BuzzFeed News.",Buzzfeed,2020,Media,USA,No known association
" 220 ^ Goldkorn, Jeremy (29 June 2020). ""'Demographic genocide' in Xinjiang"". SupChina.",SupChina,2020,Media,USA,No known association
" 222 ^ The Washington Post Editorial Board. ""What's happening in Xinjiang is genocide"". The Washington Post. Archived from the original on 15 August 2020. Retrieved 12 August 2020. {{cite news}}: |last= has generic name (help)",The Washington Post,2020,Media,USA,No known association
" 238 ^ David Brooks, ""The Sidney Awards Part II"" Archived 2020-01-25 at the Wayback Machine, The New York Times, 22 December 2011.",The New York Times,2020,Media,USA,No known association
" 239 ^ Martin, Will. ""China is harvesting thousands of human organs from its Uighur Muslim minority, UN human-rights body hears"". Business Insider. Archived from the original on 11 January 2020. Retrieved 1 February 2020.",Business Insider,2020,Media,USA,No known association
" 243 ^ McKay, Hollie (14 October 2019). ""Survivors and victims on shocking state-sanctioned organ harvesting in China"". Fox News Channel. Archived from the original on 11 June 2020. Retrieved 3 August 2020.",Fox News,2020,Media,USA,No known association
" 244 ^ Denyer, Simon (15 September 2017). ""China used to harvest organs from prisoners. Under pressure, that practice is finally ending"". The Washington Post. Archived from the original on 4 October 2017. Retrieved 3 August 2020.",The Washington Post,2020,Media,USA,No known association
" 259 ^ Lyngaas, Sean. ""China-based hackers used front companies to hack Uighurs, Facebook says"". www.cyberscoop.com. CyberScoop. Retrieved 27 March 2021.",CyberScoop,2020,Media,USA,No known association
" 260 ^ O'Neill, Patrick Howell. ""How China turned a prize-winning iPhone hack against the Uyghurs"". www.technologyreview.com. MIT Technology Review. Retrieved 11 May 2021.",MIT Technology Review,2020,Media,USA,No known association
" 270 ^ ""DJI Won the Drone Wars, and Now It's Paying the Price"". Bloomberg L.P. 26 March 2020. Archived from the original on 19 November 2020. Retrieved 18 November 2020.",Bloomberg News,2020,Media,USA,No known association
" 273 ^ ""US warned Nevada not to use Chinese COVID tests from UAE"". Associated Press. Archived from the original on 16 October 2020. Retrieved 15 October 2020.",Associated Press,2020,Media,USA,No known association
" 290 ^ ""China Suppression Of Uighur Minorities Meets U.N. Definition Of Genocide, Report Says"". NPR. 4 July 2020. Archived from the original on 19 October 2020. Retrieved 20 October 2020.",NPR,2020,Media,USA,No known association
" 291 ^ ""Calls for UN probe of China forced birth control on Uighurs"". Associated Press. 30 June 2020. Retrieved 1 July 2020.",Associated Press,2020,Media,USA,No known association
"a b Steger, Isabella (20 August 2020). ""On Xinjiang, even those wary of Holocaust comparisons are reaching for the word ""genocide"""". Quartz. Archived from the original on 23 October 2020. Retrieved 20 October 2020.",Quartz,2020,Media,USA,No known association
" 293 ^ Simons, Marlise (6 July 2020). ""Uighur Exiles Push for Court Case Accusing China of Genocide"". The New York Times. ISSN 0362-4331. Archived from the original on 10 July 2020. Retrieved 8 July 2020.",The New York Times,2020,Media,USA,No known association
" 321 ^ Lynch, Colum. ""State Department Lawyers Concluded Insufficient Evidence to Prove Genocide in China"". Foreign Policy. Retrieved 20 February 2021.",Foreign Policy,2020,Media,USA,No known association
"a b ""Who cares about the Uyghurs"". The Economist. Archived from the original on 12 November 2020. Retrieved 12 August 2020.",The Economist,2020,Media,USA,No known association
" 329 ^ Kashgarian, Asim. ""Diaspora Uighurs Say China Confirms Deaths, Indictments of Missing Relatives Years Later"". Voice of America. Archived from the original on 18 December 2020. Retrieved 23 October 2020.",Voice of America,2020,Media,USA,No known association
" 330 ^ Wainer, David. ""Western Allies Rebuke China at UN Over Xinjiang, Hong Kong"". Bloomberg News. Archived from the original on 7 October 2020. Retrieved 23 October 2020.",Bloomberg News,2020,Media,USA,No known association
" 361 ^ ""UN anti-terror official makes controversial trip to Xinjiang"". Associated Press. 16 June 2019. Archived from the original on 3 August 2020. Retrieved 12 August 2020.",Associated Press,2020,Media,USA,No known association
" 365 ^ Lipes, Joshua (17 June 2020). ""Trump Signs Uyghur Rights Act Into Law, Authorizing Sanctions For Abuses in Xinjiang"". Radio Free Asia. Archived from the original on 18 June 2020. Retrieved 17 June 2020.",Radio Free Asia,2020,Media,USA,No known association
"a b ""The Uyghur Genocide"". National Review. 8 September 2020. Archived from the original on 1 November 2020. Retrieved 15 November 2020.",National Review,2020,Media,USA,No known association
" 429 ^ ""U.S. slams deportation of Uyghur refugees from Cambodia to China"". CNN. 21 December 2009. Archived from the original on 8 October 2020. Retrieved 7 May 2020.",CNN,2020,Media,USA,No known association
" 431 ^ Hadro, Matt (12 March 2020). ""Chinese forced labor is in US supply chain, Congressional report finds"". Catholic News Agency. Archived from the original on 13 May 2020. Retrieved 13 May 2020. “As many as 1.8 million Uyghurs, ethnic Kazakhs, Kyrgyz, and other Muslim minorities are or have been detained in China's Xinjiang Uyghur Autonomous Region (XUAR), a situation which groups like the U.S. Holocaust Memorial Museum are now calling a ""crime against humanity.""”",Catholic News Agency,2020,Media,USA,No known association
" 434 ^ ""China"". United States Holocaust Memorial Museum. Archived from the original on 19 May 2020. Retrieved 13 May 2020.",United States Holocaust Memorial Museum,2020,Media,USA,No known association
" 436 ^ ""Genocide Emergency Alert for Xinjiang, China"". Genocide Watch. 17 November 2020.",Genocidewatch,2020,Media,USA,No known association
" 454 ^ Swanson, Ana (29 November 2020). ""Nike and Coca-Cola Lobby Against Xinjiang Forced Labor Bill"". The New York Times. ISSN 0362-4331. Retrieved 30 November 2020.",The New York Times,2020,Media,USA,No known association
" 471 ^ Huang, Josie (2 October 2020). ""In LA, Uyghurs Joined By Other Diaspora Communities In Calling Out China"". laist.com. Laist. Retrieved 30 December 2021.",LAist,2020,Media,USA,No known association
" 495 ^ Allen-Ebrahimian, Bethany (11 August 2020). ""The American blog pushing Xinjiang denialism"". Axios. Retrieved 1 November 2021.",Axios,2020,Media,USA,No known association
 319 ^ Genocide and Crimes Against Humanity in Xinjiang? Applying the Legal Tests (Report). Asia-Pacific Centre for the Responsibility to Protect. November 2020.,Asia-Pacific Centre for the Responsibility to Protect (University of Queensland),2020,NGO,Australia,No known association
" 26 ^ Alecci, Scilla (14 October 2020). ""British lawmakers call for sanctions over Uighur human rights abuses"". International Consortium of Investigative Journalists. Retrieved 18 December 2020.",International Consortium of Investigative Journalists,2020,NGO,USA,No known association
" 31 ^ ""Report on Preliminary Examination Activities 2020"" (PDF). The Office of the Prosecutor. International Criminal Court. 14 December 2020. Retrieved 19 December 2020.",International Criminal Court,2020,Organisation,International,No known association
"a b c ""Letter to UNHRC"" (PDF). United Nations Human Rights Council. Archived (PDF) from the original on 26 September 2020. Retrieved 12 August 2020.",UNHRC,2020,Organisation,International,No known association
" 253 ^ Xu, Vicky Xiuzhong; Cave, Danielle; Leibold, James; Munro, Kelsey; Ruser, Nathan (February 2020). Uyghurs for sale: 'Re-education', forced labour and surveillance beyond Xinjiang (Report). Australian Strategic Policy Institute. pp. 6–28. {{cite report}}: |author-last5= has generic name (help)",Australian Strategic Policy Institute,2020,Thinktank,Australia,No known association
" 284 ^ Xu, Vicky Xiuzhong, Danielle Cave, James Leibold, Kelsey Munro, and Nathan Ruser. ""Uyghurs for sale."" Australian Strategic Policy Institute 1 (2020).",Australian Strategic Policy Institute,2020,Thinktank,Australia,No known association
"70 ^ Harrington, Chris (27 October 2020). ""Lest We Forget the Uyghurs"". Georgetown Security Studies Review. Georgetown University Center for Security Studies.",Georgetown Security Studies Review,2020,Thinktank,USA,No known association
" 254 ^ ""China: 83 major brands implicated in report on forced labour of ethnic minorities from Xinjiang assigned to factories across provinces; Includes company responses"". Business & Human Rights Resource Centre.",Business and Human Rights Resource Centre,2020,Thinktank,USA,No known association
"11 ^ Tynen, Sarah (1 June 2021). ""Islamophobia, Terrorism and the Uyghurs: When Minorities in China Find Themselves on the Wrong Side of the Counterterrorism Discourse"". Geopolitics. 27: 4. doi:10.1080/14650045.2021.1924939. S2CID 236335966.",Geopolitics (Routledge),2021,Journal,Canada,No known association
" 314 ^ ""CASCA Statement on Xinjiang"" (PDF). Canadian Anthropology Society. 28 June 2021. Archived (PDF) from the original on 1 July 2021. Retrieved 4 July 2021.",Canadian Anthropology,2021,Journal,Canada,No known association
" 9 ^ Waller, James; Albornoz, Mariana Salazar (2021). ""Crime and No Punishment? China's Abuses Against the Uyghurs"". Georgetown Journal of International Affairs. 22 (1): 100–111. doi:10.1353/gia.2021.0000. ISSN 2471-8831. S2CID 235855240.",Georgetown Journal of International Affairs,2021,Journal,USA,No known association
" 316 ^ ""Open Letter from the Jewish Community to President Biden on the Uyghur Genocide"" (PDF). Retrieved 16 December 2021.",Jewish Community in USA,2021,Letter,USA,No known association
"08 ^ Xiao, Bang (7 April 2021). ""Uyghur community leaders in Australia appalled and outraged the government allowed a Chinese Communist Party propaganda parade"". ABC News (Australia).",ABC,2021,Media,Australia,No known association
" 310 ^ ""Uyghurs in Australia call for genocide declaration in wake of report into China's Xinjiang region policies"". ABC News.",ABC,2021,Media,Australia,No known association
" 374 ^ ""Biden says Uighur genocide is 'different cultural norms'"". NewsComAu. 17 February 2021.",news.com.au,2021,Media,Australia,No known association
" 339 ^ Rettman, Andrew (17 March 2021). ""China still blocking EU visit to Uighur 'genocide' zone"". EU Observer.",EU Observer,2021,Media,Belgium,No known association
" 406 ^ Helen Lyons (5 May 2021). ""Belgian government websites still under cyberattack"". The Brussels Times.",The Brussels Times,2021,Media,Belgium,No known association
" 411 ^ Schaart, Eline (25 February 2021). ""Dutch parliament declares Chinese treatment of Uighurs a 'genocide'"". Politico Europe. Retrieved 25 February 2021.",Politico Europe,2021,Media,Belgium,No known association
"a b Ryan Patrick Jones (22 February 2021). ""MPs vote to label China's persecution of Uighurs a genocide"". Canadian Broadcasting Corporation. Retrieved 25 February 2021. “A substantial majority of MPs — including most Liberals who participated — voted in favour of a Conservative motion that says China's actions in its western Xinjiang region meet the definition of genocide set out in the 1948 United Nations Genocide Convention. ... The final tally was 266 in favour and zero opposed. Two MPs formally abstained.”",Canadian Broadcasting Corporation,2021,Media,Canada,No known association
"a b c ""Dutch parliament: China's treatment of Uighurs is genocide"". Reuters. 25 February 2021. Retrieved 25 February 2021.",Reuters,2021,Media,Canada,No known association
"a b c Cadell, Cate. ""China counters Uighur criticism with explicit attacks on women witnesses"". www.reuters.com. Reuters. Retrieved 15 April 2021.",Reuters,2021,Media,Canada,No known association
"25 ^ Vanderklippe, Nathan (9 March 2021). ""Lawsuit against Xinjiang researcher marks new effort to silence critics of China's treatment of Uyghurs"". The Globe and Mail.",The Globe and Mail,2021,Media,Canada,No known association
" 209 ^ Brunnstrom, David (3 February 2021). ""U.S. 'deeply disturbed' by reports of systematic rape of Muslims in China camps"". Reuters.",Reuters,2021,Media,Canada,No known association
" 217 ^ Cadell, Cate (1 March 2021). ""China counters Uighur criticism with explicit attacks on women witnesses"". Reuters. Retrieved 1 March 2021.",Reuters,2021,Media,Canada,No known association
"a b Vanderklippe, Nathan (2 March 2021). ""Thousands of Uyghur workers in China are being relocated in an effort to assimilate Muslims, documents show"". The Globe and Mail.",The Globe and Mail,2021,Media,Canada,No known association
" 298 ^ Brunnstrom, David (14 January 2021). ""U.S. commission says China possibly committed 'genocide' against Xinjiang Muslims"". Reuters. Retrieved 14 January 2021.",Reuters,2021,Media,Canada,No known association
" 334 ^ Nebehay, Stephanie (12 March 2021). ""U.S. condemns China at UN rights forum for abuse of Uighurs, Tibetans"". Reuters. Retrieved 14 March 2021.",Reuters,2021,Media,Canada,No known association
"a b Emmott, Robin (17 March 2021). ""EU envoys agree first China sanctions in three decades"". Reuters.",Reuters,2021,Media,Canada,No known association
"a b Carbert, Michelle (20 July 2020). ""Activists urge Canada to recognize Uyghur abuses as genocide, impose sanctions on Chinese officials"". The Globe and Mail. Archived from the original on 1 November 2020. Retrieved 20 October 2020.",The Globe and Mail,2021,Media,Canada,No known association
" 354 ^ ""Parliament declares China is conducting genocide against its Muslim minorities"". The Globe and Mail. 22 February 2021.",The Globe and Mail,2021,Media,Canada,No known association
" 355 ^ Connolly, Amanda. ""Chinese ambassador calls reports of Uyghur genocide, forced labour 'lie of the century'"". globalnews.ca. Global News. Retrieved 5 March 2021.",Global News,2021,Media,Canada,No known association
"a b Sevunts, Levon (12 April 2021). ""Canada warns travelers of risk of 'arbitrary detention' in China's Xinjiang"". Radio Canada International.",Radio Canada International,2021,Media,Canada,No known association
" 358 ^ Jones, Alexandra Mae (11 April 2021). ""Canada warns China may detain travellers with ties to Xinjiang region"". CTV News.",CTV,2021,Media,Canada,No known association
" 405 ^ ""Turkey's Erdogan, China's Xi discuss Uyghurs in phone call -Turkish presidency"". Reuters. 13 July 2021. Archived from the original on 13 July 2021. Retrieved 14 July 2021.",Reuters,2021,Media,Canada,No known association
" 420 ^ Brunnstrom, Robin Emmott, David (22 March 2021). ""West sanctions China over Xinjiang abuses, Beijing hits back at EU"". Reuters. Retrieved 22 March 2021.",Reuters,2021,Media,Canada,No known association
" 421 ^ Reuters Staff (26 March 2021). ""'Badge of honour' - China sanctions UK politicians for Xinjiang 'lies'"". Reuters. Retrieved 26 March 2021.",Reuters,2021,Media,Canada,No known association
" 472 ^ Butler, Daren (8 March 2021). ""Looming China extradition deal worries Uighurs in Turkey"". Reuters. Retrieved 20 March 2021.",Reuters,2021,Media,Canada,No known association
" 484 ^ Wade, Stephen (25 February 2021). ""Rights groups target sponsors in protest over 2022 Beijing Olympics"". Canadian Broadcasting Corporation. Retrieved 20 March 2021.",Canadian Broadcasting Corporation,2021,Media,Canada,No known association
" 264 ^ Press, Associated. ""Detainee says China has secret jail in Dubai, holds Uyghurs"". www.taiwannews.com.tw. Taiwan News. Retrieved 16 August 2021.",Taiwan News,2021,Media,China (Taiwan),No known association
" 302 ^ Everington, Keoni. ""Chinese invasion of Taiwan would be 'grievous mistake': Blinken"". Taiwan News. Retrieved 20 January 2021.",Taiwan News,2021,Media,China (Taiwan),No known association
" 343 ^ ""EU visit to Xinjiang stalls over access"". www.taipeitimes.com. Taipei Times. Agence France-Presse. Retrieved 17 March 2021.",Taipei Times,2021,Media,China (Taiwan),No known association
" 340 ^ ""EU visit to Xinjiang stalls over access to jailed Uighur: diplomat"". Yahoo News. Agence France-Presse. 17 March 2021.",AFP,2021,Media,France,No known association
" 407 ^ Véronique Kiesel (4 May 2021). ""Cyberattaque: annulation forcée à la Chambre des auditions sur le Xinjiang"". Le Soir (in French).",Le Soir,2021,Media,France,No known association
" 408 ^ ""Franck Riester : « Nous n'avons pas obtenu d'engagements suffisants de la Chine sur l'abolition du travail forcé »"". Le Monde.fr (in French). 23 December 2020. Retrieved 16 December 2021.",Le Monde,2021,Media,France,No known association
" 409 ^ ""France excoriates China's 'institutional repression' of Uighurs"". France 24. 24 February 2021. Retrieved 20 March 2021.",France 24,2021,Media,France,No known association
" 442 ^ """"Cannot Forget..."": Uyghur Tribunal Hears Testimony Of Alleged China Abuses"". NDTV. Agence France-Presse. 4 June 2021.",AFP,2021,Media,France,No known association
" 446 ^ ""'Uyghur Tribunal' to convene over abuses as China fumes"". France 24. Agence France-Presse. 4 June 2021.",AFP,2021,Media,France,No known association
"a b ""'Uighur tribunal' to open in London as China dismisses 'PR show'"". France 24. 4 June 2021.",France 24,2021,Media,France,No known association
" 261 ^ ""Facebook: Chinese hackers spy on Uyghur Muslims abroad"". www.dw.com. DW. Retrieved 27 March 2021.",DW,2021,Media,Germany,No known association
" 312 ^ ""China has breached all provisions of UN Genocide Convention in Xinjiang: Report"". Hindustan Times.",Hindustan Times,2021,Media,India,No known association
" 99 ^ ""RTÉ reporter in Beijing flees China with husband after threats"". The Irish Times. 31 March 2021.",The Irish Times,2021,Media,Ireland,No known association
" 390 ^ ""Israel shifts China policy, condemns its treatment of Uyghurs at UNHRC"". The Jerusalem Post | JPost.com (in American English). Retrieved 25 September 2021.",The Jerusalem Post,2021,Media,Israel,No known association
" 391 ^ staff, T. O. I.; Agencies. ""In rare move, apparently under US pressure, Israel votes to condemn China abuses"". www.timesofisrael.com (in American English). Retrieved 25 September 2021.",The Times of Israel,2021,Media,Israel,No known association
" 458 ^ Frazer, Jenni (27 January 2021). ""Fury as Chinese envoy attends New York shul's Shoah memorial event"". Jewish News. The Times of Israel.",The Times of Israel,2021,Media,Israel,No known association
" 460 ^ Liphshiz, Cnaan. ""British Chief Rabbi Speaks Out on the Plight of Uighur Muslims in China"". Haaretz. Jewish Telegraphic Agency. Retrieved 2 January 2021.",Haaretz,2021,Media,Israel,No known association
"a b Liphshiz, Cnaan. ""In Britain, Jews lead fight against oppression of China's Uighur Muslims"". www.timesofisrael.com. Times of Israel. Retrieved 5 March 2021.",The Times of Israel,2021,Media,Israel,No known association
" 462 ^ Peled, Shachar. ""'Chilling Echoes': British Jews Join the Fight for Uighur Human Rights in China"". Haaretz. Retrieved 2 January 2021.",Haaretz,2021,Media,Israel,No known association
" 465 ^ Kampeas, Ron. ""Rabbis across denominational spectrum urge congressional action on Uighurs"". www.jpost.com. The Jerusalem Post. Retrieved 5 March 2021.",The Jerusalem Post,2021,Media,Israel,No known association
" 468 ^ Kampeas, Ron (29 April 2021). ""US Jewish policy umbrella decries China's 'genocide' of Muslim Uighur minority"". The Times of Israel. Jewish Telegraphic Agency.",The Times of Israel,2021,Media,Israel,No known association
" 455 ^ ""12 Japanese firms will end business deals involving Uighur forced labor"". The Japan Times. 22 February 2021. Retrieved 22 February 2021.",The Japan Times,2021,Media,Japan,No known association
"a b Tavsan, Sinan (25 March 2021). ""Uyghurs in Turkey protest against 'genocide' in China's Xinjiang"". Nikkei Asia.",Nikkei Asia,2021,Media,Japan,No known association
"a b Manch, Thomas (5 May 2021). ""Parliament unanimously declares 'severe human rights abuses' occurring against Uyghur in China"". Stuff. Archived from the original on 19 May 2021. Retrieved 5 May 2021.",Stuff,2021,Media,New Zealand,No known association
" 311 ^ ""China committing genocide against Uighurs, says report"". Al Jazeera. 10 March 2021.",Al Jazeera,2021,Media,Qatar,No known association
"a b ""China rejects Uighurs genocide charge, invites UN's rights chief"". Al Jazeera. 22 February 2021.",Al Jazeera,2021,Media,Qatar,No known association
" 353 ^ ""Canada's parliament says China's treatment of Uighurs genocide"". Al Jazeera. 23 February 2021. Retrieved 22 February 2021.",Al Jazeera,2021,Media,Qatar,No known association
" 400 ^ ""'Shame for humanity': Turkey urges China to close Uighur camps"". Al Jazeera. 10 February 2019. Retrieved 12 April 2021.",Al Jazeera,2021,Media,Qatar,No known association
" 412 ^ ""Dutch parliament says China's treatment of Uighurs is genocide"". Al Jazeera. 26 February 2021. Retrieved 25 February 2021.",Al Jazeera,2021,Media,Qatar,No known association
"a b c ""'Uyghur Tribunal' opens with testimony of alleged rape, torture"". Al Jazeera. 4 June 2021.",Al Jazeera,2021,Media,Qatar,No known association
" 463 ^ ""US Muslim groups accuse OIC of abetting China's Uighur 'genocide'"". Al Jazeera. Retrieved 30 April 2021.",Al Jazeera,2021,Media,Qatar,No known association
" 469 ^ Child, David. ""Holocaust Memorial Day: Jewish figures condemn Uighur persecution"". www.aljazeera.com. Al Jazeera. Retrieved 23 April 2021.",Al Jazeera,2021,Media,Qatar,No known association
" 488 ^ ""Uighurs in Turkey file criminal case against Chinese officials"". Al Jazeera English. 4 January 2022. Archived from the original on 5 January 2021. Retrieved 5 January 2022.",Al Jazeera,2021,Media,Qatar,No known association
"a b c ""Belgian MPs warn of 'risk of genocide' of China's Uyghurs"". Alarabiya. AFP. 15 June 2021.",Alarabiya,2021,Media,Saudi Arabia,No known association
"16 ^ ""China sentences Uyghur former government officials to death for 'separatist activities'"". 7 April 2021. Archived from the original on 7 April 2021.",Channel News Asia,2021,Media,Singapore,No known association
" 25 ^ ""Uighurs: 'Credible case' China carrying out genocide"". BBC News. 8 February 2021. Retrieved 8 February 2021.",BBC,2021,Media,UK,No known association
"a b Hefffer, Greg (22 April 2021). ""House of Commons declares Uighurs are being subjected to genocide in China"". Sky News. Retrieved 22 April 2021.",Sky News,2021,Media,UK,No known association
" 96 ^ Yan, Sophia (4 March 2021). ""China using Big Tech firms to attack BBC in state propaganda campaign, says report"". The Telegraph. Archived from the original on 11 January 2022.",The Telegraph,2021,Media,UK,No known association
"a b Sudworth, John (2 April 2021). ""'The grim reality of reporting in China that pushed me out'"". BBC News.",BBC,2021,Media,UK,No known association
" 98 ^ Sudworth, John (31 March 2021). ""BBC journalist John Sudworth flees China after state harassment campaign"". The Times of London.",The Times of London,2021,Media,UK,No known association
"09 ^ France-Presse, Agence (3 April 2021). ""China launches musical in bid to counter Uyghur abuse allegations"". The Guardian. Retrieved 13 April 2021.",The Guardian,2021,Media,UK,No known association
"95 ^ Haitiwaji, Gulbahar; Morgat, Rozenn (12 January 2021). ""'Our souls are dead': how I survived a Chinese 're-education' camp for Uighurs"". The Guardian.",The Guardian,2021,Media,UK,No known association
"a b c ""Batches of 50 to 100 Uighur workers are being advertised on the Chinese internet"". Skynews. 16 April 2021.",Sky News,2021,Media,UK,No known association
